id,pid,charge,e,px,py,pz,radius,time,x,y,z,r,pt,pp
0,0,0,1.573,0.573,0.606,1.333,20,2.10,0.765036,0.809230,1.780412,2.100000,0.847815,0.813463
1,3,-1,1.984,-0.002,-1.489,1.304,1,0.20,0.149892,0.004176,0.131481,0.199430,0.659284,0.027853
1,3,-1,1.984,-0.002,-1.489,1.304,2,0.30,0.224657,-0.002104,0.197222,0.298951,0.659714,-0.009363
1,3,-1,1.984,-0.002,-1.489,1.304,3,0.40,0.298747,-0.013926,0.262963,0.398237,0.660317,-0.046580
1,3,-1,1.984,-0.002,-1.489,1.304,4,0.50,0.371752,-0.031225,0.328703,0.497213,0.661092,-0.083796
1,3,-1,1.984,-0.002,-1.489,1.304,5,0.60,0.443269,-0.053905,0.394444,0.595801,0.662039,-0.121013
1,3,-1,1.984,-0.002,-1.489,1.304,6,0.70,0.512902,-0.081840,0.460184,0.693928,0.663159,-0.158229
1,3,-1,1.984,-0.002,-1.489,1.304,7,0.80,0.580264,-0.114877,0.525925,0.791518,0.664451,-0.195446
1,3,-1,1.984,-0.002,-1.489,1.304,8,0.90,0.644983,-0.152831,0.591666,0.888498,0.665916,-0.232662
1,3,-1,1.984,-0.002,-1.489,1.304,9,1.00,0.706701,-0.195493,0.657406,0.984798,0.667555,-0.269879
1,3,-1,1.984,-0.002,-1.489,1.304,10,1.10,0.765075,-0.242627,0.723147,1.080347,0.669366,-0.307096
1,3,-1,1.984,-0.002,-1.489,1.304,11,1.20,0.819782,-0.293971,0.788888,1.175077,0.671350,-0.344312
1,3,-1,1.984,-0.002,-1.489,1.304,12,1.30,0.870520,-0.349241,0.854628,1.268922,0.673507,-0.381529
1,3,-1,1.984,-0.002,-1.489,1.304,13,1.40,0.917007,-0.408131,0.920369,1.361819,0.675838,-0.418745
1,3,-1,1.984,-0.002,-1.489,1.304,14,1.50,0.958986,-0.470315,0.986109,1.453706,0.678342,-0.455962
1,3,-1,1.984,-0.002,-1.489,1.304,15,1.60,0.996225,-0.535448,1.051850,1.544525,0.681019,-0.493178
1,3,-1,1.984,-0.002,-1.489,1.304,16,1.70,1.028516,-0.603171,1.117591,1.634218,0.683869,-0.530395
1,3,-1,1.984,-0.002,-1.489,1.304,17,1.80,1.055683,-0.673107,1.183331,1.722734,0.686892,-0.567611
1,3,-1,1.984,-0.002,-1.489,1.304,18,1.90,1.077573,-0.744870,1.249072,1.810021,0.690087,-0.604828
1,3,-1,1.984,-0.002,-1.489,1.304,19,2.00,1.094066,-0.818062,1.314813,1.896032,0.693455,-0.642044
1,3,-1,1.984,-0.002,-1.489,1.304,20,2.30,1.110401,-1.042134,1.512035,2.145992,0.704585,-0.753694
2,4,-1,1.285,-0.324,0.445,-1.051,1,0.20,-0.080457,0.029347,-0.163494,0.184566,-0.885827,-0.349756
2,4,-1,1.285,-0.324,0.445,-1.051,2,0.30,-0.120049,0.045669,-0.245241,0.276840,-0.885857,-0.363516
2,4,-1,1.285,-0.324,0.445,-1.051,3,0.40,-0.159177,0.063075,-0.326988,0.369103,-0.885899,-0.377275
2,4,-1,1.285,-0.324,0.445,-1.051,4,0.50,-0.197811,0.081551,-0.408735,0.461350,-0.885953,-0.391035
2,4,-1,1.285,-0.324,0.445,-1.051,5,0.60,-0.235923,0.101083,-0.490482,0.553579,-0.886019,-0.404794
2,4,-1,1.285,-0.324,0.445,-1.051,6,0.70,-0.273482,0.121656,-0.572228,0.645785,-0.886098,-0.418554
