id,pid,charge,e,px,py,pz,radius,time,x,y,z,r,pt,pp
0,0,0,0.509,-0.393,0.303,0.111,20,2.10,-1.623668,1.251199,0.456295,2.100000,0.217283,-0.656555
1,0,0,0.592,0.498,0.245,0.205,20,2.20,1.851436,0.912706,0.761022,2.200000,0.345919,0.458009
2,2,-1,0.193,-0.128,-0.025,-0.096,1,0.20,-0.127026,-0.046441,-0.099304,0.167790,-0.591833,0.350510
2,2,-1,0.193,-0.128,-0.025,-0.096,4,0.60,-0.382841,-0.134333,-0.297912,0.503352,-0.591855,0.337462
2,2,-1,0.193,-0.128,-0.025,-0.096,5,0.70,-0.447146,-0.155260,-0.347564,0.587236,-0.591864,0.334200
2,2,-1,0.193,-0.128,-0.025,-0.096,6,0.80,-0.511586,-0.175767,-0.397215,0.671115,-0.591874,0.330938
2,2,-1,0.193,-0.128,-0.025,-0.096,7,0.90,-0.576159,-0.195854,-0.446867,0.754989,-0.591886,0.327676
2,2,-1,0.193,-0.128,-0.025,-0.096,8,1.00,-0.640862,-0.215519,-0.496519,0.838859,-0.591899,0.324414
2,2,-1,0.193,-0.128,-0.025,-0.096,11,1.40,-0.900914,-0.289945,-0.695127,1.174272,-0.591964,0.311366
2,2,-1,0.193,-0.128,-0.025,-0.096,12,1.50,-0.966223,-0.307490,-0.744779,1.258107,-0.591984,0.308105
2,2,-1,0.193,-0.128,-0.025,-0.096,13,1.60,-1.031646,-0.324608,-0.794431,1.341933,-0.592005,0.304843
2,2,-1,0.193,-0.128,-0.025,-0.096,14,1.70,-1.097178,-0.341298,-0.844083,1.425749,-0.592028,0.301581
2,2,-1,0.193,-0.128,-0.025,-0.096,15,1.80,-1.162819,-0.357561,-0.893735,1.509556,-0.592052,0.298319
2,2,-1,0.193,-0.128,-0.025,-0.096,16,1.90,-1.228564,-0.373395,-0.943387,1.593352,-0.592077,0.295057
2,2,-1,0.193,-0.128,-0.025,-0.096,19,2.30,-1.492535,-0.432433,-1.141995,1.928422,-0.592191,0.282009
2,2,-1,0.193,-0.128,-0.025,-0.096,20,2.60,-1.691475,-0.472180,-1.290950,2.179586,-0.592292,0.272223
