id,pid,charge,e,px,py,pz,radius,time,x,y,z,r,pt,pp
0,0,0,0.654,0.409,-0.240,0.450,20,2.10,1.314404,-0.770723,1.445105,2.100000,0.688145,-0.530335
1,1,1,0.230,-0.195,-0.122,0.007,1,0.20,-0.189537,-0.063563,0.005829,0.199996,0.029144,0.323572
1,1,1,0.230,-0.195,-0.122,0.007,2,0.30,-0.283745,-0.096973,0.008743,0.299986,0.029145,0.329317
1,1,1,0.230,-0.195,-0.122,0.007,3,0.40,-0.377563,-0.131464,0.011657,0.399966,0.029146,0.335062
1,1,1,0.230,-0.195,-0.122,0.007,4,0.50,-0.470979,-0.167031,0.014572,0.499933,0.029147,0.340807
1,1,1,0.230,-0.195,-0.122,0.007,5,0.60,-0.563980,-0.203668,0.017486,0.599883,0.029149,0.346552
1,1,1,0.230,-0.195,-0.122,0.007,6,0.70,-0.656554,-0.241371,0.020400,0.699814,0.029151,0.352297
1,1,1,0.230,-0.195,-0.122,0.007,14,1.40,-1.291593,-0.534712,0.040801,1.398497,0.029175,0.392512
1,1,1,0.230,-0.195,-0.122,0.007,15,1.50,-1.380315,-0.580754,0.043715,1.498150,0.029180,0.398257
1,1,1,0.230,-0.195,-0.122,0.007,16,1.60,-1.468502,-0.627812,0.046630,1.597755,0.029184,0.404002
1,1,1,0.230,-0.195,-0.122,0.007,17,1.70,-1.556143,-0.675880,0.049544,1.697306,0.029190,0.409747
1,1,1,0.230,-0.195,-0.122,0.007,18,1.80,-1.643226,-0.724952,0.052458,1.796802,0.029195,0.415492
1,1,1,0.230,-0.195,-0.122,0.007,19,1.90,-1.729739,-0.775021,0.055373,1.896238,0.029201,0.421237
1,1,1,0.230,-0.195,-0.122,0.007,20,2.20,-1.985747,-0.931146,0.064116,2.194159,0.029221,0.438472
2,4,1,0.545,0.199,-0.024,0.111,0,0.30,0.090296,-0.062962,0.060906,0.125806,0.484130,-0.608898
2,4,1,0.545,0.199,-0.024,0.111,1,0.40,0.120810,-0.083343,0.081208,0.167737,0.484141,-0.603896
2,4,1,0.545,0.199,-0.024,0.111,2,0.70,0.213552,-0.142642,0.142115,0.293510,0.484192,-0.588890
2,4,1,0.545,0.199,-0.024,0.111,3,0.90,0.276351,-0.180617,0.182719,0.377331,0.484241,-0.578886
2,4,1,0.545,0.199,-0.024,0.111,4,1.10,0.339897,-0.217328,0.223323,0.461123,0.484303,-0.568882
2,4,1,0.545,0.199,-0.024,0.111,5,1.30,0.404165,-0.252760,0.263928,0.544880,0.484377,-0.558878
2,4,1,0.545,0.199,-0.024,0.111,6,1.60,0.501864,-0.303480,0.324834,0.670436,0.484512,-0.543872
2,4,1,0.545,0.199,-0.024,0.111,7,1.80,0.567823,-0.335654,0.365438,0.754076,0.484617,-0.533868
2,4,1,0.545,0.199,-0.024,0.111,8,2.00,0.634412,-0.366502,0.406042,0.837659,0.484734,-0.523864
2,4,1,0.545,0.199,-0.024,0.111,9,2.30,0.735420,-0.410262,0.466949,0.962912,0.484934,-0.508858
2,4,1,0.545,0.199,-0.024,0.111,10,2.50,0.803469,-0.437742,0.507553,1.046323,0.485083,-0.498854
2,4,1,0.545,0.199,-0.024,0.111,11,2.70,0.872054,-0.463855,0.548157,1.129653,0.485244,-0.488850
2,4,1,0.545,0.199,-0.024,0.111,12,2.90,0.941148,-0.488591,0.588761,1.212898,0.485417,-0.478846
2,4,1,0.545,0.199,-0.024,0.111,13,3.20,1.045681,-0.523091,0.649668,1.337588,0.485701,-0.463839
2,4,1,0.545,0.199,-0.024,0.111,14,3.40,1.115925,-0.544342,0.690272,1.420589,0.485906,-0.453835
2,4,1,0.545,0.199,-0.024,0.111,15,3.60,1.186580,-0.564183,0.730876,1.503481,0.486123,-0.443831
2,4,1,0.545,0.199,-0.024,0.111,16,3.90,1.293272,-0.591284,0.791783,1.627602,0.486472,-0.428825
2,4,1,0.545,0.199,-0.024,0.111,17,4.10,1.364830,-0.607567,0.832387,1.710195,0.486720,-0.418821
2,4,1,0.545,0.199,-0.024,0.111,18,4.30,1.436701,-0.622415,0.872991,1.792658,0.486981,-0.408817
2,4,1,0.545,0.199,-0.024,0.111,19,4.50,1.508853,-0.635823,0.913595,1.874984,0.487255,-0.398813
2,4,1,0.545,0.199,-0.024,0.111,20,5.10,1.726719,-0.667350,1.035408,2.121081,0.488151,-0.368801
3,0,0,1.814,1.231,-0.499,-1.236,20,2.10,1.425161,-0.577311,-1.430255,2.100000,-0.681074,-0.384882
4,4,-1,0.697,-0.268,0.406,-0.063,1,0.30,-0.200984,0.058441,-0.027256,0.211075,-0.129131,-0.282972
4,4,-1,0.697,-0.268,0.406,-0.063,2,0.40,-0.266966,0.081159,-0.036342,0.281386,-0.129153,-0.295127
4,4,-1,0.697,-0.268,0.406,-0.063,4,0.70,-0.461327,0.158836,-0.063598,0.492032,-0.129257,-0.331591
4,4,-1,0.697,-0.268,0.406,-0.063,5,0.80,-0.524791,0.187853,-0.072684,0.562119,-0.129303,-0.343746
4,4,-1,0.697,-0.268,0.406,-0.063,7,1.10,-0.710692,0.284033,-0.099940,0.771846,-0.129482,-0.380210
4,4,-1,0.697,-0.268,0.406,-0.063,8,1.20,-0.771040,0.319073,-0.109026,0.841545,-0.129554,-0.392365
4,4,-1,0.697,-0.268,0.406,-0.063,9,1.40,-0.889092,0.393503,-0.127197,0.980565,-0.129718,-0.416674
4,4,-1,0.697,-0.268,0.406,-0.063,10,1.50,-0.946726,0.432847,-0.136282,1.049866,-0.129809,-0.428829
4,4,-1,0.697,-0.268,0.406,-0.063,11,1.60,-1.003386,0.473581,-0.145368,1.119015,-0.129907,-0.440984
4,4,-1,0.697,-0.268,0.406,-0.063,12,1.80,-1.113654,0.559120,-0.163539,1.256816,-0.130121,-0.465293
4,4,-1,0.697,-0.268,0.406,-0.063,13,1.90,-1.167196,0.603874,-0.172624,1.325447,-0.130238,-0.477448
4,4,-1,0.697,-0.268,0.406,-0.063,15,2.20,-1.321077,0.745756,-0.199881,1.530147,-0.130628,-0.513912
4,4,-1,0.697,-0.268,0.406,-0.063,16,2.30,-1.370021,0.795497,-0.208966,1.597949,-0.130771,-0.526067
4,4,-1,0.697,-0.268,0.406,-0.063,17,2.50,-1.464211,0.898474,-0.227137,1.732847,-0.131077,-0.550377
4,4,-1,0.697,-0.268,0.406,-0.063,18,2.60,-1.509401,0.951649,-0.236223,1.799924,-0.131240,-0.562531
4,4,-1,0.697,-0.268,0.406,-0.063,19,2.80,-1.595836,1.061215,-0.254394,1.933284,-0.131586,-0.586841
4,4,-1,0.697,-0.268,0.406,-0.063,20,3.10,-1.715254,1.233114,-0.281650,2.131196,-0.132156,-0.623305
5,3,1,0.420,0.053,-0.384,-0.082,1,0.20,-0.050910,-0.177518,-0.038861,0.188719,-0.205921,1.291504
5,3,1,0.420,0.053,-0.384,-0.082,2,0.30,-0.073774,-0.266984,-0.058292,0.283057,-0.205937,1.301199
5,3,1,0.420,0.053,-0.384,-0.082,3,0.40,-0.094900,-0.356876,-0.077722,0.377369,-0.205959,1.310894
5,3,1,0.420,0.053,-0.384,-0.082,4,0.50,-0.114278,-0.447162,-0.097153,0.471648,-0.205986,1.320589
5,3,1,0.420,0.053,-0.384,-0.082,5,0.60,-0.131902,-0.537805,-0.116584,0.565884,-0.206020,1.330283
5,3,1,0.420,0.053,-0.384,-0.082,6,0.70,-0.147766,-0.628774,-0.136014,0.660069,-0.206061,1.339978
5,3,1,0.420,0.053,-0.384,-0.082,7,0.80,-0.161863,-0.720033,-0.155445,0.754195,-0.206107,1.349673
5,3,1,0.420,0.053,-0.384,-0.082,8,0.90,-0.174188,-0.811548,-0.174875,0.848253,-0.206160,1.359368
5,3,1,0.420,0.053,-0.384,-0.082,9,1.00,-0.184736,-0.903285,-0.194306,0.942235,-0.206218,1.369063
5,3,1,0.420,0.053,-0.384,-0.082,10,1.10,-0.193503,-0.995209,-0.213737,1.036131,-0.206283,1.378758
5,3,1,0.420,0.053,-0.384,-0.082,11,1.20,-0.200487,-1.087286,-0.233167,1.129935,-0.206355,1.388452
5,3,1,0.420,0.053,-0.384,-0.082,12,1.30,-0.205684,-1.179481,-0.252598,1.223637,-0.206432,1.398147
5,3,1,0.420,0.053,-0.384,-0.082,13,1.40,-0.209093,-1.271760,-0.272028,1.317229,-0.206516,1.407842
5,3,1,0.420,0.053,-0.384,-0.082,14,1.50,-0.210712,-1.364087,-0.291459,1.410702,-0.206606,1.417537
5,3,1,0.420,0.053,-0.384,-0.082,15,1.60,-0.210540,-1.456428,-0.310890,1.504049,-0.206702,1.427232
5,3,1,0.420,0.053,-0.384,-0.082,16,1.70,-0.208578,-1.548749,-0.330320,1.597260,-0.206804,1.436927
5,3,1,0.420,0.053,-0.384,-0.082,17,1.80,-0.204827,-1.641014,-0.349751,1.690327,-0.206913,1.446621
5,3,1,0.420,0.053,-0.384,-0.082,18,1.90,-0.199287,-1.733189,-0.369181,1.783242,-0.207028,1.456316
5,3,1,0.420,0.053,-0.384,-0.082,19,2.00,-0.191961,-1.825239,-0.388612,1.875997,-0.207150,1.466011
5,3,1,0.420,0.053,-0.384,-0.082,20,2.30,-0.159298,-2.100296,-0.446904,2.153217,-0.207552,1.495096
6,3,-1,0.459,0.019,0.342,-0.272,1,0.20,-0.045877,0.141890,-0.118708,0.190602,-0.622805,-1.258077
6,3,-1,0.459,0.019,0.342,-0.272,2,0.30,-0.066988,0.213403,-0.178062,0.285892,-0.622828,-1.266632
6,3,-1,0.459,0.019,0.342,-0.272,3,0.40,-0.086873,0.285267,-0.237416,0.381170,-0.622861,-1.275187
6,3,-1,0.459,0.019,0.342,-0.272,4,0.50,-0.105525,0.357461,-0.296770,0.476430,-0.622902,-1.283742
6,3,-1,0.459,0.019,0.342,-0.272,5,0.60,-0.122939,0.429963,-0.356124,0.571670,-0.622954,-1.292297
6,3,-1,0.459,0.019,0.342,-0.272,6,0.70,-0.139110,0.502752,-0.415478,0.666883,-0.623014,-1.300853
6,3,-1,0.459,0.019,0.342,-0.272,7,0.80,-0.154034,0.575808,-0.474831,0.762067,-0.623084,-1.309408
6,3,-1,0.459,0.019,0.342,-0.272,8,0.90,-0.167705,0.649108,-0.534185,0.857216,-0.623163,-1.317963
6,3,-1,0.459,0.019,0.342,-0.272,9,1.00,-0.180120,0.722631,-0.593539,0.952328,-0.623251,-1.326518
6,3,-1,0.459,0.019,0.342,-0.272,10,1.10,-0.191275,0.796356,-0.652893,1.047396,-0.623349,-1.335073
6,3,-1,0.459,0.019,0.342,-0.272,11,1.20,-0.201168,0.870261,-0.712247,1.142418,-0.623456,-1.343628
6,3,-1,0.459,0.019,0.342,-0.272,12,1.30,-0.209794,0.944324,-0.771601,1.237389,-0.623572,-1.352183
6,3,-1,0.459,0.019,0.342,-0.272,13,1.40,-0.217152,1.018524,-0.830955,1.332304,-0.623698,-1.360739
6,3,-1,0.459,0.019,0.342,-0.272,14,1.50,-0.223240,1.092840,-0.890309,1.427160,-0.623833,-1.369294
6,3,-1,0.459,0.019,0.342,-0.272,15,1.60,-0.228055,1.167248,-0.949663,1.521952,-0.623977,-1.377849
6,3,-1,0.459,0.019,0.342,-0.272,16,1.70,-0.231596,1.241728,-1.009017,1.616676,-0.624131,-1.386404
6,3,-1,0.459,0.019,0.342,-0.272,17,1.80,-0.233862,1.316258,-1.068371,1.711328,-0.624294,-1.394959
6,3,-1,0.459,0.019,0.342,-0.272,18,1.90,-0.234853,1.390815,-1.127725,1.805903,-0.624466,-1.403514
6,3,-1,0.459,0.019,0.342,-0.272,19,2.00,-0.234568,1.465379,-1.187079,1.900398,-0.624647,-1.412069
6,3,-1,0.459,0.019,0.342,-0.272,20,2.30,-0.226061,1.688887,-1.365140,2.183358,-0.625248,-1.437735
7,2,-1,0.442,0.382,0.142,0.135,1,0.20,0.132026,0.128758,0.061077,0.194267,0.314396,0.772866
7,2,-1,0.442,0.382,0.142,0.135,2,0.30,0.199980,0.191092,0.091615,0.291378,0.314420,0.762675
7,2,-1,0.442,0.382,0.142,0.135,3,0.40,0.269190,0.252028,0.122154,0.388462,0.314454,0.752484
7,2,-1,0.442,0.382,0.142,0.135,4,0.50,0.339627,0.311541,0.152692,0.485509,0.314499,0.742293
7,2,-1,0.442,0.382,0.142,0.135,5,0.60,0.411263,0.369606,0.183230,0.582511,0.314553,0.732102
7,2,-1,0.442,0.382,0.142,0.135,6,0.70,0.484067,0.426199,0.213769,0.679459,0.314616,0.721911
7,2,-1,0.442,0.382,0.142,0.135,7,0.80,0.558010,0.481297,0.244307,0.776343,0.314690,0.711720
7,2,-1,0.442,0.382,0.142,0.135,8,0.90,0.633060,0.534876,0.274846,0.873154,0.314774,0.701529
7,2,-1,0.442,0.382,0.142,0.135,9,1.00,0.709187,0.586914,0.305384,0.969883,0.314867,0.691337
7,2,-1,0.442,0.382,0.142,0.135,10,1.10,0.786358,0.637390,0.335923,1.066522,0.314970,0.681146
7,2,-1,0.442,0.382,0.142,0.135,11,1.20,0.864542,0.686283,0.366461,1.163061,0.315083,0.670955
7,2,-1,0.442,0.382,0.142,0.135,12,1.30,0.943707,0.733572,0.396999,1.259491,0.315206,0.660764
7,2,-1,0.442,0.382,0.142,0.135,13,1.40,1.023818,0.779238,0.427538,1.355804,0.315339,0.650573
7,2,-1,0.442,0.382,0.142,0.135,14,1.50,1.104844,0.823261,0.458076,1.451989,0.315482,0.640382
7,2,-1,0.442,0.382,0.142,0.135,15,1.60,1.186750,0.865624,0.488615,1.548039,0.315634,0.630191
7,2,-1,0.442,0.382,0.142,0.135,16,1.70,1.269503,0.906309,0.519153,1.643944,0.315797,0.620000
7,2,-1,0.442,0.382,0.142,0.135,17,1.80,1.353067,0.945299,0.549691,1.739696,0.315970,0.609809
7,2,-1,0.442,0.382,0.142,0.135,18,1.90,1.437409,0.982578,0.580230,1.835285,0.316152,0.599618
7,2,-1,0.442,0.382,0.142,0.135,19,2.00,1.522493,1.018130,0.610768,1.930702,0.316345,0.589427
7,2,-1,0.442,0.382,0.142,0.135,20,2.20,1.694746,1.083996,0.671845,2.120987,0.316761,0.569045
8,4,-1,0.630,-0.268,0.103,-0.264,0,0.20,-0.090554,-0.010459,-0.083773,0.123803,-0.676661,0.114986
8,4,-1,0.630,-0.268,0.103,-0.264,1,0.30,-0.135934,-0.014711,-0.125659,0.185701,-0.676677,0.107804
8,4,-1,0.630,-0.268,0.103,-0.264,2,0.50,-0.226854,-0.021259,-0.209432,0.309478,-0.676728,0.093440
8,4,-1,0.630,-0.268,0.103,-0.264,3,0.60,-0.272375,-0.023553,-0.251319,0.371355,-0.676762,0.086258
8,4,-1,0.630,-0.268,0.103,-0.264,4,0.80,-0.363493,-0.026178,-0.335092,0.495075,-0.676851,0.071895
8,4,-1,0.630,-0.268,0.103,-0.264,5,0.90,-0.409071,-0.026509,-0.376978,0.556915,-0.676904,0.064713
8,4,-1,0.630,-0.268,0.103,-0.264,6,1.10,-0.500218,-0.025207,-0.460751,0.680547,-0.677030,0.050349
8,4,-1,0.630,-0.268,0.103,-0.264,7,1.20,-0.545767,-0.023574,-0.502637,0.742336,-0.677103,0.043167
8,4,-1,0.630,-0.268,0.103,-0.264,8,1.40,-0.636773,-0.018346,-0.586410,0.865848,-0.677267,0.028804
8,4,-1,0.630,-0.268,0.103,-0.264,9,1.50,-0.682210,-0.014753,-0.628297,0.927570,-0.677358,0.021622
8,4,-1,0.630,-0.268,0.103,-0.264,10,1.70,-0.772906,-0.005610,-0.712070,1.050932,-0.677560,0.007258
8,4,-1,0.630,-0.268,0.103,-0.264,11,1.90,-0.863302,0.006134,-0.795843,1.174178,-0.677787,-0.007106
8,4,-1,0.630,-0.268,0.103,-0.264,12,2.00,-0.908364,0.012979,-0.837729,1.235752,-0.677910,-0.014287
8,4,-1,0.630,-0.268,0.103,-0.264,13,2.20,-0.998170,0.028606,-0.921502,1.358797,-0.678175,-0.028651
8,4,-1,0.630,-0.268,0.103,-0.264,14,2.30,-1.042896,0.037386,-0.963389,1.420263,-0.678317,-0.035833
8,4,-1,0.630,-0.268,0.103,-0.264,15,2.50,-1.131945,0.056868,-1.047161,1.543075,-0.678620,-0.050197
