id,pid,charge,e,px,py,pz,radius,time,x,y,z,r,pt,pp
0,0,0,1.656,0.206,-1.079,-1.239,20,2.10,0.260692,-1.368506,-1.571379,2.100000,-0.748276,-1.382558
1,3,1,3.514,-0.118,-2.149,2.775,1,0.20,-0.085410,0.087549,0.157906,0.199735,0.790577,-0.797764
1,3,1,3.514,-0.118,-2.149,2.775,2,0.30,-0.134667,0.123944,0.236859,0.299331,0.791293,-0.743958
1,3,1,3.514,-0.118,-2.149,2.775,3,0.40,-0.187548,0.154838,0.315812,0.398605,0.792293,-0.690152
1,3,1,3.514,-0.118,-2.149,2.775,4,0.50,-0.243441,0.179873,0.394765,0.497450,0.793576,-0.636345
1,3,1,3.514,-0.118,-2.149,2.775,5,0.60,-0.301699,0.198760,0.473718,0.595765,0.795141,-0.582539
1,3,1,3.514,-0.118,-2.149,2.775,6,0.70,-0.361649,0.211281,0.552670,0.693451,0.796985,-0.528733
1,3,1,3.514,-0.118,-2.149,2.775,7,0.80,-0.422597,0.217291,0.631623,0.790412,0.799106,-0.474926
1,3,1,3.514,-0.118,-2.149,2.775,8,0.90,-0.483838,0.216719,0.710576,0.886558,0.801500,-0.421120
1,3,1,3.514,-0.118,-2.149,2.775,9,1.00,-0.544664,0.209573,0.789529,0.981802,0.804163,-0.367314
1,3,1,3.514,-0.118,-2.149,2.775,10,1.10,-0.604370,0.195936,0.868482,1.076065,0.807091,-0.313507
1,3,1,3.514,-0.118,-2.149,2.775,11,1.20,-0.662266,0.175965,0.947435,1.169270,0.810279,-0.259701
1,3,1,3.514,-0.118,-2.149,2.775,12,1.30,-0.717682,0.149891,1.026388,1.261351,0.813721,-0.205895
1,3,1,3.514,-0.118,-2.149,2.775,13,1.40,-0.769977,0.118016,1.105341,1.352247,0.817411,-0.152088
1,3,1,3.514,-0.118,-2.149,2.775,14,1.50,-0.818546,0.080708,1.184294,1.441903,0.821341,-0.098282
1,3,1,3.514,-0.118,-2.149,2.775,15,1.60,-0.862827,0.038400,1.263247,1.530273,0.825504,-0.044475
1,3,1,3.514,-0.118,-2.149,2.775,16,1.70,-0.902307,-0.008420,1.342200,1.617322,0.829890,0.009331
1,3,1,3.514,-0.118,-2.149,2.775,17,1.80,-0.936531,-0.059209,1.421153,1.703018,0.834491,0.063137
1,3,1,3.514,-0.118,-2.149,2.775,18,1.90,-0.965102,-0.113380,1.500106,1.787342,0.839294,0.116944
1,3,1,3.514,-0.118,-2.149,2.775,20,2.30,-1.017299,-0.350918,1.815917,2.110828,0.860287,0.332169
2,4,1,0.500,-0.044,-0.047,-0.037,0,0.70,-0.083638,-0.032966,-0.051189,0.103452,-0.494810,0.375450
2,4,1,0.500,-0.044,-0.047,-0.037,1,1.20,-0.142915,-0.057660,-0.087753,0.177341,-0.494825,0.383485
