id,pid,charge,e,px,py,pz,radius,time,x,y,z,r,pt,pp
0,3,1,5.255,5.184,-0.183,-0.832,1,0.20,0.027638,-0.193788,-0.031666,0.198293,-0.159693,-1.429129
0,3,1,5.255,5.184,-0.183,-0.832,2,0.30,0.077597,-0.278914,-0.047499,0.293378,-0.161904,-1.299446
0,3,1,5.255,5.184,-0.183,-0.832,3,0.40,0.147717,-0.348380,-0.063332,0.383666,-0.165071,-1.169763
0,3,1,5.255,5.184,-0.183,-0.832,4,0.50,0.233307,-0.397539,-0.079165,0.467693,-0.169267,-1.040080
0,3,1,5.255,5.184,-0.183,-0.832,5,0.60,0.328643,-0.423103,-0.094998,0.544102,-0.174596,-0.910398
0,3,1,5.255,5.184,-0.183,-0.832,6,0.80,0.522813,-0.398297,-0.126664,0.669341,-0.189237,-0.651032
0,3,1,5.255,5.184,-0.183,-0.832,7,1.00,0.679142,-0.280488,-0.158330,0.751649,-0.210644,-0.391666
0,3,1,5.255,5.184,-0.183,-0.832,8,3.30,0.590478,-0.362473,-0.522490,0.867783,-0.602097,-0.550550
0,3,1,5.255,5.184,-0.183,-0.832,9,3.50,0.720145,-0.215830,-0.554156,0.933959,-0.593340,-0.291184
0,3,1,5.255,5.184,-0.183,-0.832,10,5.50,0.382900,-0.426418,-0.870816,1.042480,-0.835331,-0.839118
0,3,1,5.255,5.184,-0.183,-0.832,11,5.70,0.571576,-0.374276,-0.902482,1.131926,-0.797298,-0.579752
0,3,1,5.255,5.184,-0.183,-0.832,12,6.00,0.747416,-0.144288,-0.949981,1.217339,-0.780375,-0.190703
0,3,1,5.255,5.184,-0.183,-0.832,13,7.80,0.263472,-0.408536,-1.234976,1.327209,-0.930506,-0.998002
0,3,1,5.255,5.184,-0.183,-0.832,14,8.00,0.458994,-0.417956,-1.266642,1.410583,-0.897956,-0.738636
0,3,1,5.255,5.184,-0.183,-0.832,15,8.30,0.697890,-0.254423,-1.314141,1.509552,-0.870550,-0.349588
0,3,1,5.255,5.184,-0.183,-0.832,16,10.00,0.083725,-0.286597,-1.583302,1.611209,-0.982680,-1.286570
0,3,1,5.255,5.184,-0.183,-0.832,17,10.30,0.338400,-0.424274,-1.630801,1.718731,-0.948840,-0.897521
0,3,1,5.255,5.184,-0.183,-0.832,18,10.50,0.531868,-0.394476,-1.662467,1.789495,-0.929015,-0.638155
0,3,1,5.255,5.184,-0.183,-0.832,19,10.90,0.757812,-0.090933,-1.725799,1.887043,-0.914552,-0.119423
0,3,1,5.255,5.184,-0.183,-0.832,20,12.80,0.414962,-0.424738,-2.026627,2.111827,-0.959656,-0.797040
1,3,1,5.255,-5.043,-1.225,0.817,1,0.20,-0.027882,0.193845,0.031082,0.198291,0.156751,-1.427942
1,3,1,5.255,-5.043,-1.225,0.817,2,0.30,-0.077978,0.278943,0.046623,0.293366,0.158926,-1.298207
1,3,1,5.255,-5.043,-1.225,0.817,3,0.40,-0.148231,0.348341,0.062165,0.383638,0.162040,-1.168473
1,3,1,5.255,-5.043,-1.225,0.817,4,0.50,-0.233937,0.397390,0.077706,0.467637,0.166167,-1.038739
1,3,1,5.255,-5.043,-1.225,0.817,5,0.60,-0.329360,0.422809,0.093247,0.544004,0.171409,-0.909005
1,3,1,5.255,-5.043,-1.225,0.817,6,0.80,-0.523575,0.397641,0.124329,0.669109,0.185813,-0.649536
1,3,1,5.255,-5.043,-1.225,0.817,7,1.00,-0.679739,0.279464,0.155411,0.751198,0.206885,-0.390068
1,3,1,5.255,-5.043,-1.225,0.817,8,3.30,-0.591990,0.361140,0.512858,0.862495,0.594621,-0.547773
1,3,1,5.255,-5.043,-1.225,0.817,9,3.50,-0.721044,0.213838,0.543940,0.928172,0.586034,-0.288304
1,3,1,5.255,-5.043,-1.225,0.817,10,5.50,-0.385544,0.426004,0.854763,1.029924,0.829928,-0.835212
1,3,1,5.255,-5.043,-1.225,0.817,11,5.70,-0.573947,0.372550,0.885845,1.119344,0.791397,-0.575743
1,3,1,5.255,-5.043,-1.225,0.817,12,6.10,-0.760714,0.043260,0.948010,1.216256,0.779449,-0.056806
1,3,1,5.255,-5.043,-1.225,0.817,13,7.80,-0.266850,0.409190,1.212210,1.306942,0.927516,-0.992917
1,3,1,5.255,-5.043,-1.225,0.817,14,8.10,-0.555295,0.382933,1.258833,1.428164,0.881435,-0.603714
1,3,1,5.255,-5.043,-1.225,0.817,15,8.40,-0.742242,0.161707,1.305456,1.510394,0.864315,-0.214511
1,3,1,5.255,-5.043,-1.225,0.817,16,10.10,-0.159227,0.356387,1.569656,1.617462,0.970444,-1.150622
1,3,1,5.255,-5.043,-1.225,0.817,17,10.30,-0.342898,0.424342,1.600738,1.691156,0.946535,-0.891153
1,3,1,5.255,-5.043,-1.225,0.817,18,10.60,-0.620083,0.340325,1.647362,1.792798,0.918878,-0.501951
1,3,1,5.255,-5.043,-1.225,0.817,19,11.10,-0.729076,-0.107745,1.725068,1.875905,0.919592,0.146721
1,3,1,5.255,-5.043,-1.225,0.817,20,12.90,-0.516397,0.400493,2.004808,2.108629,0.950764,-0.659656
