id,pid,charge,e,px,py,pz,radius,time,x,y,z,r,pt,pp
0,4,-1,0.643,0.186,-0.227,0.287,0,0.20,0.083695,-0.036165,0.089263,0.127596,0.699579,-0.407871
0,4,-1,0.643,0.186,-0.227,0.287,1,0.30,0.125136,-0.055163,0.133895,0.191389,0.699595,-0.415198
0,4,-1,0.643,0.186,-0.227,0.287,2,0.50,0.207161,-0.094971,0.223158,0.318959,0.699646,-0.429850
0,4,-1,0.643,0.186,-0.227,0.287,3,0.60,0.247727,-0.115772,0.267790,0.382731,0.699681,-0.437176
0,4,-1,0.643,0.186,-0.227,0.287,4,0.80,0.327924,-0.159145,0.357053,0.510243,0.699770,-0.451829
0,4,-1,0.643,0.186,-0.227,0.287,5,0.90,0.367537,-0.181709,0.401684,0.573979,0.699825,-0.459155
0,4,-1,0.643,0.186,-0.227,0.287,6,1.10,0.445749,-0.228565,0.490948,0.701402,0.699952,-0.473808
0,4,-1,0.643,0.186,-0.227,0.287,7,1.20,0.484333,-0.252847,0.535579,0.765085,0.700026,-0.481134
0,4,-1,0.643,0.186,-0.227,0.287,8,1.30,0.522556,-0.277692,0.580211,0.828748,0.700106,-0.488460
0,4,-1,0.643,0.186,-0.227,0.287,9,1.50,0.597890,-0.329049,0.669474,0.956003,0.700285,-0.503113
0,4,-1,0.643,0.186,-0.227,0.287,10,1.60,0.634984,-0.355550,0.714106,1.019592,0.700384,-0.510439
0,4,-1,0.643,0.186,-0.227,0.287,11,1.80,0.707989,-0.410168,0.803369,1.146685,0.700601,-0.525091
0,4,-1,0.643,0.186,-0.227,0.287,12,1.90,0.743883,-0.438273,0.848001,1.210186,0.700719,-0.532418
0,4,-1,0.643,0.186,-0.227,0.287,13,2.10,0.814417,-0.496046,0.937264,1.337086,0.700975,-0.547070
0,4,-1,0.643,0.186,-0.227,0.287,14,2.20,0.849041,-0.525701,0.981895,1.400483,0.701112,-0.554396
0,4,-1,0.643,0.186,-0.227,0.287,15,2.40,0.916968,-0.586518,1.071159,1.527159,0.701406,-0.569049
0,4,-1,0.643,0.186,-0.227,0.287,16,2.50,0.950256,-0.617666,1.115790,1.590436,0.701563,-0.576375
0,4,-1,0.643,0.186,-0.227,0.287,17,2.70,1.015445,-0.681409,1.205053,1.716858,0.701895,-0.591028
0,4,-1,0.643,0.186,-0.227,0.287,18,2.80,1.047332,-0.713990,1.249685,1.780000,0.702070,-0.598354
0,4,-1,0.643,0.186,-0.227,0.287,19,3.00,1.109657,-0.780536,1.338948,1.906137,0.702441,-0.613006
0,4,-1,0.643,0.186,-0.227,0.287,20,3.40,1.228325,-0.918962,1.517475,2.157777,0.703258,-0.642311
