id,pid,charge,e,px,py,pz,radius,time,x,y,z,r,pt,pp
0,0,0,5.305,3.587,1.629,3.553,20,2.10,1.419834,0.645034,1.406414,2.100000,0.669721,0.426426
1,0,0,5.303,-3.582,-1.625,-3.557,20,2.10,-1.418460,-0.643635,-1.408441,2.100000,-0.670686,0.425973
2,3,1,0.272,-0.165,0.105,-0.128,1,0.20,-0.100653,0.102887,-0.093986,0.171902,-0.546740,-0.796373
2,3,1,0.272,-0.165,0.105,-0.128,5,0.70,-0.360925,0.351317,-0.328949,0.601580,-0.546809,-0.771908
2,3,1,0.272,-0.165,0.105,-0.128,6,0.80,-0.414421,0.399458,-0.375942,0.687491,-0.546832,-0.767015
2,3,1,0.272,-0.165,0.105,-0.128,7,0.90,-0.468385,0.447073,-0.422935,0.773390,-0.546858,-0.762122
2,3,1,0.272,-0.165,0.105,-0.128,8,1.00,-0.522813,0.494158,-0.469928,0.859277,-0.546887,-0.757229
2,3,1,0.272,-0.165,0.105,-0.128,9,1.10,-0.577698,0.540708,-0.516920,0.945149,-0.546919,-0.752336
2,3,1,0.272,-0.165,0.105,-0.128,10,1.20,-0.633037,0.586718,-0.563913,1.031005,-0.546955,-0.747443
2,3,1,0.272,-0.165,0.105,-0.128,11,1.30,-0.688823,0.632185,-0.610906,1.116844,-0.546993,-0.742550
2,3,1,0.272,-0.165,0.105,-0.128,14,1.70,-0.916336,0.808529,-0.798877,1.459999,-0.547176,-0.722978
2,3,1,0.272,-0.165,0.105,-0.128,15,1.80,-0.974280,0.851213,-0.845870,1.545730,-0.547230,-0.718085
2,3,1,0.272,-0.165,0.105,-0.128,16,1.90,-1.032638,0.893328,-0.892862,1.631435,-0.547287,-0.713192
2,3,1,0.272,-0.165,0.105,-0.128,17,2.00,-1.091405,0.934870,-0.939855,1.717112,-0.547346,-0.708299
2,3,1,0.272,-0.165,0.105,-0.128,18,2.10,-1.150576,0.975835,-0.986848,1.802761,-0.547409,-0.703406
2,3,1,0.272,-0.165,0.105,-0.128,19,2.20,-1.210146,1.016219,-1.033841,1.888380,-0.547475,-0.698513
2,3,1,0.272,-0.165,0.105,-0.128,20,2.50,-1.391184,1.133845,-1.174819,2.145041,-0.547691,-0.683834
3,0,0,0.043,-0.002,-0.020,-0.038,20,2.10,-0.113122,-0.988587,-1.849297,2.100000,-0.880618,1.456864
