id,pid,charge,e,px,py,pz,radius,time,x,y,z,r,pt,pp
0,3,-1,0.664,-0.147,-0.353,-0.525,1,0.20,-0.000238,-0.115281,-0.157977,0.195568,-0.807789,1.568730
0,3,-1,0.664,-0.147,-0.353,-0.525,2,0.30,-0.002012,-0.172897,-0.236966,0.293344,-0.807811,1.559159
0,3,-1,0.664,-0.147,-0.353,-0.525,3,0.40,-0.004889,-0.230469,-0.315955,0.391110,-0.807841,1.549588
0,3,-1,0.664,-0.147,-0.353,-0.525,4,0.50,-0.008866,-0.287975,-0.394943,0.488864,-0.807879,1.540017
0,3,-1,0.664,-0.147,-0.353,-0.525,5,0.60,-0.013944,-0.345394,-0.473932,0.586603,-0.807926,1.530446
0,3,-1,0.664,-0.147,-0.353,-0.525,6,0.70,-0.020120,-0.402706,-0.552921,0.684323,-0.807982,1.520876
0,3,-1,0.664,-0.147,-0.353,-0.525,7,0.80,-0.027392,-0.459888,-0.631910,0.782021,-0.808046,1.511305
0,3,-1,0.664,-0.147,-0.353,-0.525,8,0.90,-0.035757,-0.516922,-0.710898,0.879695,-0.808119,1.501734
0,3,-1,0.664,-0.147,-0.353,-0.525,9,1.00,-0.045212,-0.573784,-0.789887,0.977340,-0.808201,1.492163
0,3,-1,0.664,-0.147,-0.353,-0.525,10,1.10,-0.055754,-0.630456,-0.868876,1.074955,-0.808291,1.482592
0,3,-1,0.664,-0.147,-0.353,-0.525,11,1.20,-0.067378,-0.686915,-0.947864,1.172535,-0.808389,1.473021
0,3,-1,0.664,-0.147,-0.353,-0.525,12,1.30,-0.080081,-0.743141,-1.026853,1.270078,-0.808496,1.463450
0,3,-1,0.664,-0.147,-0.353,-0.525,20,2.20,-0.242046,-1.235334,-1.737751,2.145790,-0.809842,1.377312
1,4,1,0.847,-0.099,0.468,0.494,3,0.50,0.101035,0.263317,0.291654,0.405717,0.718861,1.204419
1,4,1,0.847,-0.099,0.468,0.494,4,0.60,0.117424,0.317324,0.349985,0.486798,0.718952,1.216376
1,4,1,0.847,-0.099,0.468,0.494,5,0.70,0.132518,0.371708,0.408315,0.567846,0.719060,1.228333
1,4,1,0.847,-0.099,0.468,0.494,6,0.80,0.146307,0.426437,0.466646,0.648855,0.719184,1.240290
1,4,1,0.847,-0.099,0.468,0.494,8,1.10,0.179770,0.592383,0.641638,0.891591,0.719656,1.276160
1,4,1,0.847,-0.099,0.468,0.494,9,1.20,0.188268,0.648178,0.699969,0.972387,0.719846,1.288117
1,4,1,0.847,-0.099,0.468,0.494,10,1.30,0.195430,0.704161,0.758300,1.053117,0.720053,1.300074
1,4,1,0.847,-0.099,0.468,0.494,11,1.40,0.201252,0.760300,0.816631,1.133774,0.720276,1.312031
1,4,1,0.847,-0.099,0.468,0.494,12,1.50,0.205729,0.816561,0.874962,1.214353,0.720516,1.323987
1,4,1,0.847,-0.099,0.468,0.494,14,1.80,0.211075,0.985763,1.049954,1.455570,0.721335,1.359858
1,4,1,0.847,-0.099,0.468,0.494,15,1.90,0.210159,1.042194,1.108285,1.535783,0.721641,1.371815
1,4,1,0.847,-0.099,0.468,0.494,16,2.00,0.207893,1.098588,1.166615,1.615892,0.721964,1.383771
