id,pid,charge,e,px,py,pz,radius,time,x,y,z,r,pt,pp
0,2,-1,5.248,3.785,0.284,3.623,1,0.20,0.118074,-0.082423,0.138062,0.199490,0.692078,-0.609426
0,2,-1,5.248,3.785,0.284,3.623,2,0.30,0.163363,-0.138810,0.207094,0.298067,0.694790,-0.704321
0,2,-1,5.248,3.785,0.284,3.623,3,0.40,0.197203,-0.202729,0.276125,0.395263,0.698585,-0.799216
0,2,-1,5.248,3.785,0.284,3.623,4,0.50,0.218376,-0.271884,0.345156,0.490654,0.703461,-0.894110
0,2,-1,5.248,3.785,0.284,3.623,5,0.60,0.226122,-0.343791,0.414187,0.583845,0.709413,-0.989005
0,2,-1,5.248,3.785,0.284,3.623,6,0.70,0.220164,-0.415869,0.483218,0.674477,0.716434,-1.083900
0,2,-1,5.248,3.785,0.284,3.623,7,0.80,0.200716,-0.485528,0.552249,0.762236,0.724512,-1.178795
0,2,-1,5.248,3.785,0.284,3.623,8,0.90,0.168475,-0.550268,0.621281,0.846858,0.733630,-1.273690
0,2,-1,5.248,3.785,0.284,3.623,9,1.00,0.124600,-0.607763,0.690312,0.928133,0.743764,-1.368585
0,2,-1,5.248,3.785,0.284,3.623,10,1.20,0.008610,-0.693094,0.828374,1.080119,0.766929,-1.558374
0,2,-1,5.248,3.785,0.284,3.623,11,1.30,-0.059339,-0.717865,0.897405,1.150734,0.779855,1.488323
0,2,-1,5.248,3.785,0.284,3.623,12,1.40,-0.130741,-0.729373,0.966437,1.217817,0.793581,1.393429
0,2,-1,5.248,3.785,0.284,3.623,13,1.60,-0.273616,-0.711436,1.104499,1.341985,0.823033,1.203639
0,2,-1,5.248,3.785,0.284,3.623,14,1.70,-0.339958,-0.682636,1.173530,1.399548,0.838506,1.108744
0,2,-1,5.248,3.785,0.284,3.623,15,1.90,-0.450623,-0.590505,1.311593,1.507326,0.870145,0.918954
0,2,-1,5.248,3.785,0.284,3.623,16,2.10,-0.519274,-0.463927,1.449655,1.608220,0.901403,0.729165
0,2,-1,5.248,3.785,0.284,3.623,17,2.30,-0.536137,-0.320921,1.587717,1.706247,0.930532,0.539375
0,2,-1,5.248,3.785,0.284,3.623,18,2.50,-0.498813,-0.181846,1.725780,1.805602,0.955792,0.349585
0,2,-1,5.248,3.785,0.284,3.623,19,2.70,-0.412613,-0.066501,1.863842,1.910125,0.975769,0.159796
0,2,-1,5.248,3.785,0.284,3.623,20,3.10,-0.147887,0.033037,2.139967,2.145325,0.997502,-0.219784
1,3,-1,5.224,-3.757,-0.392,-3.606,1,0.20,-0.118258,0.082126,-0.138044,0.199463,-0.692075,-0.606998
1,3,-1,5.224,-3.757,-0.392,-3.606,2,0.30,-0.163753,0.138332,-0.207065,0.298038,-0.694761,-0.701444
1,3,-1,5.224,-3.757,-0.392,-3.606,3,0.40,-0.197884,0.202081,-0.276087,0.395246,-0.698521,-0.795891
1,3,-1,5.224,-3.757,-0.392,-3.606,4,0.50,-0.219438,0.271105,-0.345109,0.490664,-0.703350,-0.890337
1,3,-1,5.224,-3.757,-0.392,-3.606,5,0.60,-0.227648,0.342949,-0.414131,0.583902,-0.709247,-0.984783
1,3,-1,5.224,-3.757,-0.392,-3.606,6,0.70,-0.222222,0.415056,-0.483153,0.674604,-0.716202,-1.079230
1,3,-1,5.224,-3.757,-0.392,-3.606,7,0.80,-0.203353,0.484862,-0.552174,0.762457,-0.724204,-1.173676
1,3,-1,5.224,-3.757,-0.392,-3.606,8,0.90,-0.171711,0.549883,-0.621196,0.847196,-0.733238,-1.268122
1,3,-1,5.224,-3.757,-0.392,-3.606,9,1.00,-0.128424,0.607806,-0.690218,0.928613,-0.743278,-1.362569
1,3,-1,5.224,-3.757,-0.392,-3.606,10,1.20,-0.013429,0.694442,-0.828262,1.080948,-0.766237,-1.551461
1,3,-1,5.224,-3.757,-0.392,-3.606,11,1.30,0.054188,0.720073,-0.897283,1.151764,-0.779052,1.495685
1,3,-1,5.224,-3.757,-0.392,-3.606,12,1.40,0.125414,0.732552,-0.966305,1.219060,-0.792664,1.401239
1,3,-1,5.224,-3.757,-0.392,-3.606,13,1.60,0.268523,0.716760,-1.104349,1.343665,-0.821893,1.212346
1,3,-1,5.224,-3.757,-0.392,-3.606,14,1.70,0.335315,0.689052,-1.173371,1.401437,-0.837262,1.117900
1,3,-1,5.224,-3.757,-0.392,-3.606,15,1.90,0.447577,0.598903,-1.311414,1.509575,-0.868731,0.929007
1,3,-1,5.224,-3.757,-0.392,-3.606,16,2.10,0.518671,0.473701,-1.449458,1.610696,-0.899896,0.740114
1,3,-1,5.224,-3.757,-0.392,-3.606,17,2.30,0.538568,0.331105,-1.587501,1.708756,-0.929039,0.551222
1,3,-1,5.224,-3.757,-0.392,-3.606,18,2.50,0.504465,0.191224,-1.725545,1.807915,-0.954439,0.362329
1,3,-1,5.224,-3.757,-0.392,-3.606,19,2.70,0.421169,0.073787,-1.863589,1.912012,-0.974674,0.173436
1,3,-1,5.224,-3.757,-0.392,-3.606,20,3.10,0.159273,-0.033008,-2.139676,2.145849,-0.997123,-0.204349
2,4,-1,0.503,0.010,-0.062,-0.061,0,0.60,0.037258,-0.064390,-0.073053,0.104265,-0.700652,-1.046237
2,4,-1,0.503,0.010,-0.062,-0.061,1,1.00,0.061426,-0.107700,-0.121755,0.173772,-0.700662,-1.052469
2,4,-1,0.503,0.010,-0.062,-0.061,2,1.50,0.090873,-0.162254,-0.182633,0.260651,-0.700680,-1.060259
2,4,-1,0.503,0.010,-0.062,-0.061,3,2.10,0.125082,-0.228315,-0.255686,0.364895,-0.700711,-1.069608
2,4,-1,0.503,0.010,-0.062,-0.061,4,2.60,0.152642,-0.283847,-0.316564,0.451753,-0.700745,-1.077398
2,4,-1,0.503,0.010,-0.062,-0.061,5,3.20,0.184567,-0.351041,-0.389617,0.555964,-0.700795,-1.086747
2,4,-1,0.503,0.010,-0.062,-0.061,6,3.70,0.210207,-0.407485,-0.450495,0.642788,-0.700845,-1.094537
2,4,-1,0.503,0.010,-0.062,-0.061,7,4.30,0.239811,-0.475734,-0.523548,0.746950,-0.700914,-1.103886
2,4,-1,0.503,0.010,-0.062,-0.061,8,4.80,0.263502,-0.533023,-0.584425,0.833727,-0.700980,-1.111676
2,4,-1,0.503,0.010,-0.062,-0.061,9,5.40,0.290749,-0.602247,-0.657478,0.937824,-0.701068,-1.121025
2,4,-1,0.503,0.010,-0.062,-0.061,10,5.90,0.312463,-0.660314,-0.718356,1.024541,-0.701149,-1.128815
2,4,-1,0.503,0.010,-0.062,-0.061,11,6.50,0.337321,-0.730431,-0.791409,1.128558,-0.701257,-1.138164
2,4,-1,0.503,0.010,-0.062,-0.061,12,7.00,0.357033,-0.789209,-0.852287,1.215202,-0.701354,-1.145954
2,4,-1,0.503,0.010,-0.062,-0.061,13,7.60,0.379474,-0.860136,-0.925340,1.319124,-0.701481,-1.155302
2,4,-1,0.503,0.010,-0.062,-0.061,14,8.10,0.397159,-0.919555,-0.986218,1.405682,-0.701594,-1.163093
2,4,-1,0.503,0.010,-0.062,-0.061,15,8.70,0.417156,-0.991210,-1.059271,1.509493,-0.701739,-1.172441
2,4,-1,0.503,0.010,-0.062,-0.061,16,9.20,0.432794,-1.051199,-1.120149,1.595952,-0.701868,-1.180232
2,4,-1,0.503,0.010,-0.062,-0.061,17,9.80,0.450324,-1.123497,-1.193202,1.699638,-0.702033,-1.189580
